Car Model,Color,Transmission,Mileage,Model Year,Registration City,Price,URL
Toyota C-HR 2019 for sale in Islamabad,NA,Automatic,"140,000",2019,Islamabad,"PKR 8,700,000",httpswww.pakwheels.comused-carstoyota-c-hr-2019-for-sale-in-islamabad-10127658
Toyota Land Cruiser 1986 for sale in Islamabad,NA,Manual,1,1986,Islamabad,"PKR 3,200,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-1986-for-sale-in-islamabad-9984991
Toyota Corolla 1997 for sale in Islamabad,NA,Manual,"179,999",1997,Islamabad,"PKR 1,350,000",httpswww.pakwheels.comused-carstoyota-corolla-1997-for-sale-in-islamabad-10127457
Toyota Corolla 2017 for sale in Islamabad,NA,Manual,"102,800",2017,Islamabad,"PKR 3,400,000",httpswww.pakwheels.comused-carstoyota-corolla-2017-for-sale-in-islamabad-10127396
Toyota Corolla 2003 for sale in Islamabad,NA,Manual,"536,309",2003,Islamabad,"PKR 2,200,000",httpswww.pakwheels.comused-carstoyota-corolla-2003-for-sale-in-islamabad-10127363
Toyota Prius 2011 for sale in Islamabad,NA,Automatic,"191,000",2011,Islamabad,"PKR 4,475,000",httpswww.pakwheels.comused-carstoyota-prius-2011-for-sale-in-islamabad-10127317
Toyota Fortuner 2022 for sale in Islamabad,Red,Automatic,"75,000",2022,Islamabad,"PKR 16,500,000",httpswww.pakwheels.comused-carstoyota-fortuner-2022-for-sale-in-islamabad-10126827
Toyota Corolla 2023 for sale in Islamabad,NA,Automatic,"22,000",2023,Islamabad,"PKR 7,150,000",httpswww.pakwheels.comused-carstoyota-corolla-2023-for-sale-in-islamabad-10127121
Toyota Passo 2014 for sale in Islamabad,NA,Automatic,"135,000",2014,Islamabad,"PKR 2,900,000",httpswww.pakwheels.comused-carstoyota-passo-2014-for-sale-in-islamabad-10127112
Toyota Vitz 2018 for sale in Islamabad,NA,Automatic,"133,333",2018,Islamabad,"PKR 4,150,000",httpswww.pakwheels.comused-carstoyota-vitz-2018-for-sale-in-islamabad-10127067
Toyota Corolla 1996 for sale in Islamabad,NA,Manual,15,1996,Islamabad,"PKR 1,200,000",httpswww.pakwheels.comused-carstoyota-corolla-1996-for-sale-in-islamabad-10126981
Toyota Aqua 2021 for sale in Islamabad,NA,Automatic,"52,000",2021,Islamabad,"PKR 7,200,000",httpswww.pakwheels.comused-carstoyota-aqua-2021-for-sale-in-islamabad-9828706
Toyota Land Cruiser 2023 for sale in Islamabad,Red,Automatic,220,2023,Islamabad,"PKR 76,500,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-2023-for-sale-in-islamabad-9823543
Toyota ISIS 2008 for sale in Islamabad,NA,Automatic,"148,000",2008,Islamabad,"PKR 4,000,000",httpswww.pakwheels.comused-carstoyota-isis-2008-for-sale-in-islamabad-10126915
Toyota Prado 2006 for sale in Islamabad,NA,Manual,"270,000",2006,Islamabad,"PKR 7,350,000",httpswww.pakwheels.comused-carstoyota-prado-2006-for-sale-in-islamabad-10102389
Toyota Corolla 2014 for sale in Islamabad,NA,Manual,"155,000",2014,Islamabad,"PKR 3,200,000",httpswww.pakwheels.comused-carstoyota-corolla-2014-for-sale-in-islamabad-10126850
Toyota Land Cruiser 1991 for sale in Islamabad,NA,Manual,"500,000",1991,Islamabad,"PKR 3,400,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-1991-for-sale-in-islamabad-10126814
Toyota Crown 2018 for sale in Islamabad,Red,Automatic,"60,000",2018,Islamabad,"PKR 24,000,000",httpswww.pakwheels.comused-carstoyota-crown-2018-for-sale-in-islamabad-10126808
Toyota Corolla 1988 for sale in Islamabad,NA,Manual,"1,000",1988,Islamabad,"PKR 1,425,000",httpswww.pakwheels.comused-carstoyota-corolla-1988-for-sale-in-islamabad-10126761
Toyota Corolla 2011 for sale in Islamabad,NA,Manual,"123,000",2011,Islamabad,"PKR 2,850,000",httpswww.pakwheels.comused-carstoyota-corolla-2011-for-sale-in-islamabad-10123973
Toyota Corolla 2023 for sale in Islamabad,NA,Automatic,"22,000",2023,Islamabad,"PKR 7,550,000",httpswww.pakwheels.comused-carstoyota-corolla-2023-for-sale-in-islamabad-10125594
Toyota Corolla 2012 for sale in Islamabad,NA,Manual,"250,000",2012,Islamabad,"PKR 2,600,000",httpswww.pakwheels.comused-carstoyota-corolla-2012-for-sale-in-islamabad-10126644
Toyota Corolla 2015 for sale in Islamabad,NA,Manual,"175,293",2015,Islamabad,"PKR 3,450,000",httpswww.pakwheels.comused-carstoyota-corolla-2015-for-sale-in-islamabad-10126635
Toyota Aqua 2012 for sale in Islamabad,NA,Automatic,"175,000",2012,Islamabad,"PKR 3,300,000",httpswww.pakwheels.comused-carstoyota-aqua-2012-for-sale-in-islamabad-10126633
Toyota Corolla Touring 2020 for sale in Islamabad,Red,Automatic,"113,000",2020,Islamabad,"PKR 8,500,000",httpswww.pakwheels.comused-carstoyota-corolla-touring-2020-for-sale-in-islamabad-10126569
Toyota Crown 2023 for sale in Islamabad,NA,Automatic,"17,000",2023,Islamabad,"PKR 37,500,000",httpswww.pakwheels.comused-carstoyota-crown-2023-for-sale-in-islamabad-10126545
Toyota Corolla Axio 2016 for sale in Islamabad,NA,Automatic,"168,000",2016,Islamabad,"PKR 6,000,000",httpswww.pakwheels.comused-carstoyota-corolla-axio-2016-for-sale-in-islamabad-9783162
Toyota Corolla 2018 for sale in Islamabad,NA,Manual,"66,000",2018,Islamabad,"PKR 4,600,000",httpswww.pakwheels.comused-carstoyota-corolla-2018-for-sale-in-islamabad-10126501
Toyota Voxy 2015 for sale in Islamabad,NA,Automatic,"215,000",2015,Islamabad,"PKR 6,000,000",httpswww.pakwheels.comused-carstoyota-voxy-2015-for-sale-in-islamabad-10126291
Toyota Prado 1994 for sale in Islamabad,NA,Manual,"1,600",1994,Islamabad,"PKR 3,850,000",httpswww.pakwheels.comused-carstoyota-prado-1994-for-sale-in-islamabad-10126014
Toyota Corolla 2016 for sale in Islamabad,NA,Manual,"127,919",2016,Islamabad,"PKR 3,650,000",httpswww.pakwheels.comused-carstoyota-corolla-2016-for-sale-in-islamabad-10126451
Toyota Corolla Axio 2007 for sale in Islamabad,NA,Automatic,"165,000",2007,Islamabad,"PKR 2,920,000",httpswww.pakwheels.comused-carstoyota-corolla-axio-2007-for-sale-in-islamabad-10126423
Toyota Corolla 2023 for sale in Islamabad,NA,Automatic,"22,000",2023,Islamabad,"PKR 7,150,000",httpswww.pakwheels.comused-carstoyota-corolla-2023-for-sale-in-islamabad-10126391
Toyota Crown 2013 for sale in Islamabad,Red,Automatic,"142,000",2013,Islamabad,"PKR 14,200,000",httpswww.pakwheels.comused-carstoyota-crown-2013-for-sale-in-islamabad-10126312
Toyota Corolla 2019 for sale in Islamabad,NA,Automatic,"58,265",2019,Islamabad,"PKR 5,940,000",httpswww.pakwheels.comused-carstoyota-corolla-2019-for-sale-in-islamabad-10000521
Toyota Passo 2022 for sale in Islamabad,NA,Automatic,"4,000",2022,Islamabad,"PKR 5,250,000",httpswww.pakwheels.comused-carstoyota-passo-2022-for-sale-in-islamabad-10126103
Toyota Land Cruiser 2017 for sale in Islamabad,Red,Automatic,"76,000",2017,Islamabad,"PKR 42,000,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-2017-for-sale-in-islamabad-10007093
Toyota Prado 2012 for sale in Islamabad,Red,Automatic,"109,824",2012,Islamabad,"PKR 16,000,000",httpswww.pakwheels.comused-carstoyota-prado-2012-for-sale-in-islamabad-10060386
Toyota C-HR 2017 for sale in Islamabad,Red,Automatic,"86,000",2017,Islamabad,"PKR 7,350,000",httpswww.pakwheels.comused-carstoyota-c-hr-2017-for-sale-in-islamabad-10104151
Toyota Hilux 2024 for sale in Islamabad,Red,Automatic,"30,280",2024,Islamabad,"PKR 16,700,000",httpswww.pakwheels.comused-carstoyota-hilux-2024-for-sale-in-islamabad-9975316
Toyota Raize 2022 for sale in Islamabad,NA,Automatic,"55,000",2022,Islamabad,"PKR 5,950,000",httpswww.pakwheels.comused-carstoyota-raize-2022-for-sale-in-islamabad-10125911
Toyota Hilux 2015 for sale in Islamabad,NA,Automatic,"125,000",2015,Islamabad,"PKR 7,200,000",httpswww.pakwheels.comused-carstoyota-hilux-2015-for-sale-in-islamabad-9664430
Toyota Hilux 2001 for sale in Islamabad,NA,Manual,"185,000",2001,Islamabad,"PKR 2,800,000",httpswww.pakwheels.comused-carstoyota-hilux-2001-for-sale-in-islamabad-9882937
Toyota Yaris Sedan 2025 for sale in Islamabad,NA,Automatic,45,2025,Islamabad,"PKR 5,150,000",httpswww.pakwheels.comused-carstoyota-yaris-sedan-2025-for-sale-in-islamabad-9982078
Toyota Corolla 2013 for sale in Islamabad,NA,Manual,"170,000",2013,Islamabad,"PKR 3,000,000",httpswww.pakwheels.comused-carstoyota-corolla-2013-for-sale-in-islamabad-10125793
Toyota Corolla 2013 for sale in Islamabad,NA,Manual,"184,870",2013,Islamabad,"PKR 3,350,000",httpswww.pakwheels.comused-carstoyota-corolla-2013-for-sale-in-islamabad-10125719
Toyota Fortuner 2021 for sale in Islamabad,NA,Automatic,"73,000",2021,Islamabad,"PKR 15,000,000",httpswww.pakwheels.comused-carstoyota-fortuner-2021-for-sale-in-islamabad-10007979
Toyota Passo 2012 for sale in Islamabad,NA,Automatic,"115,000",2012,Islamabad,"PKR 2,750,000",httpswww.pakwheels.comused-carstoyota-passo-2012-for-sale-in-islamabad-10122696
Toyota Prado 2011 for sale in Islamabad,Red,Automatic,"125,000",2011,Islamabad,"PKR 16,000,000",httpswww.pakwheels.comused-carstoyota-prado-2011-for-sale-in-islamabad-10125378
Toyota Corolla 2018 for sale in Islamabad,NA,Automatic,"71,000",2018,Islamabad,"PKR 4,620,000",httpswww.pakwheels.comused-carstoyota-corolla-2018-for-sale-in-islamabad-10125356
Toyota Corolla 2018 for sale in Islamabad,NA,Automatic,"112,000",2018,Islamabad,"PKR 6,800,000",httpswww.pakwheels.comused-carstoyota-corolla-2018-for-sale-in-islamabad-10125330
Toyota Corolla 2013 for sale in Islamabad,Red,Automatic,"185,000",2013,Islamabad,"PKR 2,925,000",httpswww.pakwheels.comused-carstoyota-corolla-2013-for-sale-in-islamabad-10123694
Toyota Vitz 2012 for sale in Islamabad,NA,Automatic,"42,500",2012,Islamabad,"PKR 3,050,000",httpswww.pakwheels.comused-carstoyota-vitz-2012-for-sale-in-islamabad-10125170
Toyota Prius 2014 for sale in Islamabad,NA,Automatic,"158,000",2014,Islamabad,"PKR 5,500,000",httpswww.pakwheels.comused-carstoyota-prius-2014-for-sale-in-islamabad-10044692
Toyota Passo 2020 for sale in Islamabad,NA,Automatic,"68,000",2020,Islamabad,"PKR 3,750,000",httpswww.pakwheels.comused-carstoyota-passo-2020-for-sale-in-islamabad-10125095
Toyota Passo 2016 for sale in Islamabad,NA,Automatic,"105,000",2016,Islamabad,"PKR 3,300,000",httpswww.pakwheels.comused-carstoyota-passo-2016-for-sale-in-islamabad-10125018
Toyota Corolla 1991 for sale in Islamabad,NA,Manual,"250,000",1991,Islamabad,"PKR 1,750,000",httpswww.pakwheels.comused-carstoyota-corolla-1991-for-sale-in-islamabad-10124958
Toyota Corolla 2015 for sale in Islamabad,NA,Manual,"70,000",2015,Islamabad,"PKR 4,600,000",httpswww.pakwheels.comused-carstoyota-corolla-2015-for-sale-in-islamabad-10124847
Toyota Corolla 2012 for sale in Islamabad,NA,Automatic,"103,000",2012,Islamabad,"PKR 3,500,000",httpswww.pakwheels.comused-carstoyota-corolla-2012-for-sale-in-islamabad-10124797
Toyota Corolla 1994 for sale in Islamabad,NA,Manual,"97,000",1994,Islamabad,"PKR 1,400,000",httpswww.pakwheels.comused-carstoyota-corolla-1994-for-sale-in-islamabad-9730727
Toyota Fortuner 2017 for sale in Islamabad,NA,Automatic,"130,000",2017,Islamabad,"PKR 11,800,000",httpswww.pakwheels.comused-carstoyota-fortuner-2017-for-sale-in-islamabad-10002088
Toyota Raize 2020 for sale in Islamabad,NA,Automatic,"54,000",2020,Islamabad,"PKR 5,850,000",httpswww.pakwheels.comused-carstoyota-raize-2020-for-sale-in-islamabad-10124519
Toyota Corolla Axio 2007 for sale in Islamabad,NA,Automatic,"180,000",2007,Islamabad,"PKR 3,280,000",httpswww.pakwheels.comused-carstoyota-corolla-axio-2007-for-sale-in-islamabad-9945174
Toyota Corolla 2013 for sale in Islamabad,NA,Automatic,"169,689",2013,Islamabad,"PKR 3,700,000",httpswww.pakwheels.comused-carstoyota-corolla-2013-for-sale-in-islamabad-10124331
Toyota Passo 2007 for sale in Islamabad,NA,Automatic,"200,000",2007,Islamabad,"PKR 2,200,000",httpswww.pakwheels.comused-carstoyota-passo-2007-for-sale-in-islamabad-10001748
Toyota Land Cruiser 2008 for sale in Islamabad,NA,Automatic,"118,000",2008,Islamabad,"PKR 19,500,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-2008-for-sale-in-islamabad-10124244
Toyota Prado 1998 for sale in Islamabad,NA,Automatic,"125,000",1998,Islamabad,"PKR 5,100,000",httpswww.pakwheels.comused-carstoyota-prado-1998-for-sale-in-islamabad-9874566
Toyota Corolla 2006 for sale in Islamabad,NA,Automatic,1,2006,Islamabad,"PKR 2,115,000",httpswww.pakwheels.comused-carstoyota-corolla-2006-for-sale-in-islamabad-10124172
Toyota Corolla 2012 for sale in Islamabad,NA,Manual,"96,250",2012,Islamabad,"PKR 3,150,000",httpswww.pakwheels.comused-carstoyota-corolla-2012-for-sale-in-islamabad-9887273
Toyota Premio 2005 for sale in Islamabad,NA,Automatic,"253,000",2005,Islamabad,"PKR 2,300,000",httpswww.pakwheels.comused-carstoyota-premio-2005-for-sale-in-islamabad-10124027
Toyota Corona 1973 for sale in Islamabad,NA,Manual,"100,000",1973,Islamabad,"PKR 1,150,000",httpswww.pakwheels.comused-carstoyota-corona-1973-for-sale-in-islamabad-10123865
Toyota Corolla 2015 for sale in Islamabad,NA,Automatic,"100,000",2015,Islamabad,"PKR 3,999,000",httpswww.pakwheels.comused-carstoyota-corolla-2015-for-sale-in-islamabad-10123689
Toyota Camry 2012 for sale in Islamabad,NA,Automatic,"170,000",2012,Islamabad,"PKR 6,100,000",httpswww.pakwheels.comused-carstoyota-camry-2012-for-sale-in-islamabad-10122233
Toyota Passo 2014 for sale in Islamabad,NA,Automatic,"128,400",2014,Islamabad,"PKR 2,800,000",httpswww.pakwheels.comused-carstoyota-passo-2014-for-sale-in-islamabad-10123600
Toyota Passo 2007 for sale in Islamabad,NA,Automatic,"15,500",2007,Islamabad,"PKR 3,675,000",httpswww.pakwheels.comused-carstoyota-passo-2007-for-sale-in-islamabad-10123560
Toyota Passo 2016 for sale in Islamabad,NA,Automatic,"118,102",2016,Islamabad,"PKR 3,000,000",httpswww.pakwheels.comused-carstoyota-passo-2016-for-sale-in-islamabad-9961668
Toyota Raize 2020 for sale in Islamabad,NA,Automatic,"45,000",2020,Islamabad,"PKR 6,290,000",httpswww.pakwheels.comused-carstoyota-raize-2020-for-sale-in-islamabad-10123395
Toyota Corolla 2006 for sale in Islamabad,NA,Manual,"420,000",2006,Islamabad,"PKR 2,350,000",httpswww.pakwheels.comused-carstoyota-corolla-2006-for-sale-in-islamabad-10123380
Toyota Corolla 2017 for sale in Islamabad,NA,Manual,"75,000",2017,Islamabad,"PKR 4,175,000",httpswww.pakwheels.comused-carstoyota-corolla-2017-for-sale-in-islamabad-10123095
Toyota Corolla 2001 for sale in Islamabad,NA,Manual,"781,238",2001,Islamabad,"PKR 1,300,000",httpswww.pakwheels.comused-carstoyota-corolla-2001-for-sale-in-islamabad-10123091
Toyota Corolla Fielder 2015 for sale in Islamabad,NA,Automatic,"140,000",2015,Islamabad,"PKR 5,500,000",httpswww.pakwheels.comused-carstoyota-corolla-fielder-2015-for-sale-in-islamabad-10123088
Toyota Aqua 2021 for sale in Islamabad,NA,Automatic,"25,000",2021,Islamabad,"PKR 6,600,000",httpswww.pakwheels.comused-carstoyota-aqua-2021-for-sale-in-islamabad-10123060
Toyota Aqua 2016 for sale in Islamabad,NA,Automatic,125,2016,Islamabad,"PKR 4,600,000",httpswww.pakwheels.comused-carstoyota-aqua-2016-for-sale-in-islamabad-10123011
Toyota Land Cruiser 2020 for sale in Islamabad,Red,Automatic,"22,800",2020,Islamabad,"PKR 42,900,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-2020-for-sale-in-islamabad-10122924
Toyota Prado 2008 for sale in Islamabad,Red,Automatic,"120,000",2008,Islamabad,"PKR 11,000,000",httpswww.pakwheels.comused-carstoyota-prado-2008-for-sale-in-islamabad-10121716
Toyota Prius 2012 for sale in Islamabad,NA,Automatic,"118,000",2012,Islamabad,"PKR 5,200,000",httpswww.pakwheels.comused-carstoyota-prius-2012-for-sale-in-islamabad-10000516
Toyota Pixis Epoch 2021 for sale in Islamabad,NA,Automatic,"16,000",2021,Islamabad,"PKR 3,850,000",httpswww.pakwheels.comused-carstoyota-pixis-epoch-2021-for-sale-in-islamabad-9076008
Toyota Surf 2002 for sale in Islamabad,NA,Automatic,"75,000",2002,Islamabad,"PKR 8,500,000",httpswww.pakwheels.comused-carstoyota-surf-2002-for-sale-in-islamabad-9311452
Toyota Corolla 2020 for sale in Islamabad,NA,Manual,"105,000",2020,Islamabad,"PKR 4,250,000",httpswww.pakwheels.comused-carstoyota-corolla-2020-for-sale-in-islamabad-10122679
Toyota Corolla 2016 for sale in Islamabad,NA,Manual,"200,000",2016,Islamabad,"PKR 3,800,000",httpswww.pakwheels.comused-carstoyota-corolla-2016-for-sale-in-islamabad-10122571
Toyota Prado 1996 for sale in Islamabad,NA,Automatic,"50,000",1996,Islamabad,"PKR 5,000,000",httpswww.pakwheels.comused-carstoyota-prado-1996-for-sale-in-islamabad-10122538
Toyota Corolla 2017 for sale in Islamabad,NA,Automatic,"120,000",2017,Islamabad,"PKR 4,490,000",httpswww.pakwheels.comused-carstoyota-corolla-2017-for-sale-in-islamabad-10120635
Toyota Corolla 2006 for sale in Islamabad,NA,Manual,"100,000",2006,Islamabad,"PKR 1,750,000",httpswww.pakwheels.comused-carstoyota-corolla-2006-for-sale-in-islamabad-10122446
Toyota C-HR 2019 for sale in Islamabad,NA,Automatic,"64,500",2019,Islamabad,"PKR 8,900,000",httpswww.pakwheels.comused-carstoyota-c-hr-2019-for-sale-in-islamabad-10122445
Toyota Corolla 2004 for sale in Islamabad,NA,Automatic,"123,456",2004,Islamabad,"PKR 1,940,000",httpswww.pakwheels.comused-carstoyota-corolla-2004-for-sale-in-islamabad-10120801
Toyota Corolla 2008 for sale in Islamabad,NA,Manual,"300,000",2008,Islamabad,"PKR 2,100,000",httpswww.pakwheels.comused-carstoyota-corolla-2008-for-sale-in-islamabad-10122384
Toyota Raize 2021 for sale in Islamabad,NA,Automatic,"56,000",2021,Islamabad,"PKR 6,500,000",httpswww.pakwheels.comused-carstoyota-raize-2021-for-sale-in-islamabad-10115506
Toyota Corolla 2017 for sale in Islamabad,NA,Automatic,"120,000",2017,Islamabad,"PKR 4,800,000",httpswww.pakwheels.comused-carstoyota-corolla-2017-for-sale-in-islamabad-10122316
Toyota Prado 2012 for sale in Islamabad,Red,Automatic,"95,000",2012,Islamabad,"PKR 18,500,000",httpswww.pakwheels.comused-carstoyota-prado-2012-for-sale-in-islamabad-9854961
Toyota Fortuner 2020 for sale in Islamabad,Red,Automatic,"50,000",2020,Islamabad,"PKR 12,800,000",httpswww.pakwheels.comused-carstoyota-fortuner-2020-for-sale-in-islamabad-10122205
Toyota Land Cruiser 1989 for sale in Islamabad,NA,Manual,"169,000",1989,Islamabad,"PKR 4,200,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-1989-for-sale-in-islamabad-10122164
Toyota Pixis Epoch 2013 for sale in Islamabad,NA,Automatic,"130,000",2013,Islamabad,"PKR 2,250,000",httpswww.pakwheels.comused-carstoyota-pixis-epoch-2013-for-sale-in-islamabad-10118043
Toyota Corolla 2007 for sale in Islamabad,NA,Manual,"20,000",2007,Islamabad,"PKR 2,400,000",httpswww.pakwheels.comused-carstoyota-corolla-2007-for-sale-in-islamabad-10121986
Toyota Corolla 2004 for sale in Islamabad,NA,Manual,"260,000",2004,Islamabad,"PKR 1,750,000",httpswww.pakwheels.comused-carstoyota-corolla-2004-for-sale-in-islamabad-10121978
Toyota Fortuner 2020 for sale in Islamabad,NA,Automatic,"94,000",2020,Islamabad,"PKR 14,200,000",httpswww.pakwheels.comused-carstoyota-fortuner-2020-for-sale-in-islamabad-10121938
Toyota Corolla 1982 for sale in Islamabad,NA,Manual,"150,000",1982,Islamabad,"PKR 450,000",httpswww.pakwheels.comused-carstoyota-corolla-1982-for-sale-in-islamabad-10121937
Toyota Aqua 2013 for sale in Islamabad,NA,Automatic,"200,000",2013,Islamabad,"PKR 3,270,000",httpswww.pakwheels.comused-carstoyota-aqua-2013-for-sale-in-islamabad-10121800
Toyota Corolla 2020 for sale in Islamabad,NA,Automatic,"70,000",2020,Islamabad,"PKR 5,300,000",httpswww.pakwheels.comused-carstoyota-corolla-2020-for-sale-in-islamabad-10121730
Toyota Corolla 2025 for sale in Islamabad,NA,Automatic,"10,000",2025,Islamabad,"PKR 8,050,000",httpswww.pakwheels.comused-carstoyota-corolla-2025-for-sale-in-islamabad-10118410
Toyota Corolla 2013 for sale in Islamabad,NA,Manual,"231,000",2013,Islamabad,"PKR 3,400,000",httpswww.pakwheels.comused-carstoyota-corolla-2013-for-sale-in-islamabad-10121573
Toyota Corolla 1976 for sale in Islamabad,NA,Manual,"50,000",1976,Islamabad,"PKR 1,500,000",httpswww.pakwheels.comused-carstoyota-corolla-1976-for-sale-in-islamabad-10121536
Toyota Prius 2018 for sale in Islamabad,NA,Automatic,"101,000",2018,Islamabad,"PKR 7,380,000",httpswww.pakwheels.comused-carstoyota-prius-2018-for-sale-in-islamabad-9883321
Toyota Yaris Hatchback 2022 for sale in Islamabad,NA,Automatic,"46,000",2022,Islamabad,"PKR 4,650,000",httpswww.pakwheels.comused-carstoyota-yaris-hatchback-2022-for-sale-in-islamabad-10118882
Toyota Corolla 2009 for sale in Islamabad,NA,Manual,"150,000",2009,Islamabad,"PKR 2,150,000",httpswww.pakwheels.comused-carstoyota-corolla-2009-for-sale-in-islamabad-10121394
Toyota C-HR 2018 for sale in Islamabad,NA,Automatic,"80,000",2018,Islamabad,"PKR 7,600,000",httpswww.pakwheels.comused-carstoyota-c-hr-2018-for-sale-in-islamabad-10121070
Toyota Corolla 2000 for sale in Islamabad,NA,Automatic,"99,000",2000,Islamabad,"PKR 900,000",httpswww.pakwheels.comused-carstoyota-corolla-2000-for-sale-in-islamabad-10121156
Toyota Fortuner 2014 for sale in Islamabad,NA,Automatic,"168,000",2014,Islamabad,"PKR 7,550,000",httpswww.pakwheels.comused-carstoyota-fortuner-2014-for-sale-in-islamabad-10121130
Toyota Corolla Axio 2014 for sale in Islamabad,NA,Automatic,"180,000",2014,Islamabad,"PKR 4,350,000",httpswww.pakwheels.comused-carstoyota-corolla-axio-2014-for-sale-in-islamabad-10121088
Toyota Raize 2020 for sale in Islamabad,NA,Automatic,"39,688",2020,Islamabad,"PKR 6,200,000",httpswww.pakwheels.comused-carstoyota-raize-2020-for-sale-in-islamabad-9999092
Toyota Corolla 2015 for sale in Islamabad,NA,Automatic,"200,000",2015,Islamabad,"PKR 3,960,000",httpswww.pakwheels.comused-carstoyota-corolla-2015-for-sale-in-islamabad-10121054
Toyota Aqua 2020 for sale in Islamabad,NA,Automatic,"57,000",2020,Islamabad,"PKR 6,300,000",httpswww.pakwheels.comused-carstoyota-aqua-2020-for-sale-in-islamabad-10120983
Toyota Corolla 2017 for sale in Islamabad,NA,Manual,"93,000",2017,Islamabad,"PKR 4,700,000",httpswww.pakwheels.comused-carstoyota-corolla-2017-for-sale-in-islamabad-10120821
Toyota Land Cruiser 2007 for sale in Islamabad,NA,Automatic,"164,000",2007,Islamabad,"PKR 17,900,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-2007-for-sale-in-islamabad-10112876
Toyota Yaris Hatchback 2022 for sale in Islamabad,NA,Automatic,"72,000",2022,Islamabad,"PKR 4,690,000",httpswww.pakwheels.comused-carstoyota-yaris-hatchback-2022-for-sale-in-islamabad-10120633
Toyota Crown 2013 for sale in Islamabad,Red,Automatic,"120,000",2013,Islamabad,"PKR 13,800,000",httpswww.pakwheels.comused-carstoyota-crown-2013-for-sale-in-islamabad-10120610
Toyota Prado 2010 for sale in Islamabad,Red,Automatic,"140,000",2010,Islamabad,"PKR 16,800,000",httpswww.pakwheels.comused-carstoyota-prado-2010-for-sale-in-islamabad-10120608
Toyota Mark X 2011 for sale in Islamabad,Red,Automatic,"70,000",2011,Islamabad,"PKR 8,800,000",httpswww.pakwheels.comused-carstoyota-mark-x-2011-for-sale-in-islamabad-10120601
Toyota Land Cruiser 2013 for sale in Islamabad,Red,Automatic,"80,000",2013,Islamabad,"PKR 32,000,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-2013-for-sale-in-islamabad-9986180
Toyota Land Cruiser 2005 for sale in Islamabad,Red,Automatic,"165,000",2005,Islamabad,"PKR 13,200,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-2005-for-sale-in-islamabad-9852855
Toyota Aqua 2014 for sale in Islamabad,NA,Automatic,"130,000",2014,Islamabad,"PKR 4,500,000",httpswww.pakwheels.comused-carstoyota-aqua-2014-for-sale-in-islamabad-10120583
Toyota Mark II 1995 for sale in Islamabad,NA,Automatic,"100,000",1995,Islamabad,"PKR 4,050,000",httpswww.pakwheels.comused-carstoyota-mark-ii-1995-for-sale-in-islamabad-10120547
Toyota C-HR 2018 for sale in Islamabad,NA,Automatic,"75,000",2018,Islamabad,"PKR 7,100,000",httpswww.pakwheels.comused-carstoyota-c-hr-2018-for-sale-in-islamabad-9788816
Toyota Hilux 2022 for sale in Islamabad,NA,Automatic,100,2022,Islamabad,"PKR 15,000,000",httpswww.pakwheels.comused-carstoyota-hilux-2022-for-sale-in-islamabad-10120264
Toyota Passo 2020 for sale in Islamabad,NA,Automatic,"80,000",2020,Islamabad,"PKR 3,600,000",httpswww.pakwheels.comused-carstoyota-passo-2020-for-sale-in-islamabad-9882649
Toyota Vitz 2014 for sale in Islamabad,NA,Automatic,130,2014,Islamabad,"PKR 3,450,000",httpswww.pakwheels.comused-carstoyota-vitz-2014-for-sale-in-islamabad-10120226
Toyota Prado 2011 for sale in Islamabad,NA,Automatic,100,2011,Islamabad,"PKR 16,500,000",httpswww.pakwheels.comused-carstoyota-prado-2011-for-sale-in-islamabad-10120167
Toyota Prado 2010 for sale in Islamabad,NA,Automatic,"100,500",2010,Islamabad,"PKR 14,500,000",httpswww.pakwheels.comused-carstoyota-prado-2010-for-sale-in-islamabad-10119970
Toyota Corolla 2018 for sale in Islamabad,NA,Automatic,"105,000",2018,Islamabad,"PKR 5,100,000",httpswww.pakwheels.comused-carstoyota-corolla-2018-for-sale-in-islamabad-10119952
Toyota Sienta 2019 for sale in Islamabad,NA,Automatic,"160,118",2019,Islamabad,"PKR 6,050,000",httpswww.pakwheels.comused-carstoyota-sienta-2019-for-sale-in-islamabad-9747950
Toyota Rush 2010 for sale in Islamabad,NA,Manual,"250,000",2010,Islamabad,"PKR 3,500,000",httpswww.pakwheels.comused-carstoyota-rush-2010-for-sale-in-islamabad-9974422
Toyota Raize 2020 for sale in Islamabad,NA,Automatic,"43,500",2020,Islamabad,"PKR 5,850,000",httpswww.pakwheels.comused-carstoyota-raize-2020-for-sale-in-islamabad-9932220
Toyota Land Cruiser 2016 for sale in Islamabad,NA,Automatic,"48,000",2016,Islamabad,"PKR 32,500,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-2016-for-sale-in-islamabad-8400332
